xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	03.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1958	502.73442084683205
1959	632.01388181698871
1960	383.47910105679762
1961	486.29620745715943
1962	481.65613885982248
1963	513.13340119764257
1964	438.56182895774930
1965	547.95450349252974
1966	622.93229882235721
1967	548.06016555447400
1968	468.97058245012369
1969	438.77190612882140
1970	348.17332774305930
1971	515.73049855519923
1972	497.94986829233687
1973	416.99217576970995
1974	440.19391411836989
1975	473.17482090746421
1976	483.90866345703319
1977	543.69830242458841
1978	511.83398063409271
1979	260.05593904187424
1980	445.24998580288695
1981	490.33568124870021
1982	524.44391669115282
1983	298.75770688215385
1984	515.44871969687722
1985	333.16042980237307
1986	393.51154000999912
1987	463.27161351003082
1988	351.56018542968457
1989	418.53835945108409
1990	487.89079467777231
1991	516.38532918229453
1992	401.57989508452295
1993	457.12326854007813
1994	542.15046487950644
1995	417.40622628966486
1996	367.74618524801576
1997	230.53539567988486
1998	499.33860820000734
1999	514.10140043871320
2000	442.58867251101350
2001	475.34724601176958
2002	461.48112469685623
2003	535.85154026094290
2004	425.14577490200674
2005	438.99154489881909
2006	14.936753253521530
2007	328.87576669955951
2008	338.19784058582945
2009	444.71549186510975
2010	-10596.646931322559
2011	457.68107002874990
2012	184.39135652134814
2013	249.64379136278026
2014	381.52165507567923
2015	447.10275190516387
