xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1958	477.82294667160716
1959	1010.9559655235745
1960	152.32653473500727
1961	205.54797126281346
1962	1293.4242952166533
1963	34.722041659295201
1964	1249.1144197733481
1965	-376.36167748623302
1966	329.18382654287768
1967	-649.62935618191887
1968	-569.28944218526533
1969	-478.13030584110402
1970	761.02057284494856
1971	230.31948073320268
1972	155.75866268956634
1973	2426.0590890736994
1974	1130.5529762834167
1975	-222.88590561285162
1976	394.64114616876526
1977	-151.68475813823216
1978	1650.5181506984059
1979	-433.07523413132162
1980	188.03575828140777
1981	1168.1991178302446
1982	-364.71074081943527
1983	193.53779765809782
1984	1163.8564964383581
1985	1639.0017842387178
1986	-511.60073780889536
1987	-1702.2951415975808
1988	613.45379671753653
1989	1306.7969916544769
1990	105.70959901669835
1991	70.303310205251591
1992	-364.28792494699690
1993	-2691.9329299597725
1994	-250.53220686429324
1995	234.13419100872767
1996	-457.56409769164804
1997	-1259.5895524537946
1998	2797.3314900210889
1999	2389.7197387133974
2000	1151.9222825134270
2001	-521.82739004922041
2002	764.10862815973724
2003	596.20574837856282
2004	1812.4799608954520
2005	936.64903242788796
2006	127.84580785955472
2007	553.62473733674938
2008	1401.3385103698733
2009	334.44016515883447
2010	-4814.2257565858008
2011	365.37310847259778
2012	1281.0401113035693
2013	219.19771280481427
2014	-541.31712320213194
2015	-954.94575529233168
