xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1958	369.02191055001776
1959	355.20350519196660
1960	470.29239564751418
1961	310.88594045761187
1962	184.60426597287523
1963	389.28227225998609
1964	464.57154799572260
1965	597.68250959900854
1966	352.99668376580019
1967	365.29061488363857
1968	383.83540189975326
1969	324.98164631054317
1970	314.67368525749418
1971	513.94135532675807
1972	387.81735800203086
1973	355.68673853118264
1974	391.18347589172532
1975	334.88078590194567
1976	407.46535291985589
1977	321.36478851420497
1978	281.89169761275394
1979	385.86008836037047
1980	429.92763727273581
1981	335.00871864973317
1982	428.58833448245849
1983	346.67482363292453
1984	435.24065309718310
1985	340.49871856137077
1986	394.49580192898469
1987	388.76185381471959
1988	277.92097735688179
1989	368.46462953686500
1990	401.86034649828980
1991	500.17816643734233
1992	416.19584734880266
1993	406.24338033739309
1994	406.89725454242773
1995	267.26676744358224
1996	424.26627341607514
1997	432.31646125121472
1998	163.32922941880295
1999	330.20350134011272
2000	351.89822502577039
2001	278.92602998273350
2002	344.50695125281828
2003	220.60385529021409
2004	212.62997036328471
2005	224.29243347140144
2006	288.93708706374940
2007	148.21623948042875
2008	268.55293628854412
2009	292.46301618626217
2010	97.324792765122481
2011	184.83016855099947
2012	232.65954993236039
2013	261.01703537516892
2014	219.16888744568638
2015	58.523243283560930
