xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	07.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1958	745.65055516148050
1959	787.71165264061915
1960	804.16693504521959
1961	353.81510691301833
1962	801.27117002870978
1963	226.87982990071066
1964	859.77150470970264
1965	164.64205511645474
1966	251.61345057265720
1967	701.24506574221630
1968	605.50469251434185
1969	143.93916312234887
1970	598.89616009741792
1971	718.52928349620765
1972	374.92208114423607
1973	896.42182776975096
1974	711.40581273852558
1975	775.11318338154297
1976	261.78345180851136
1977	374.86592600712697
1978	617.63578733326858
1979	465.33475522990420
1980	240.71139884597372
1981	770.48393564091032
1982	-177.60048208898422
1983	391.76994518272761
1984	892.26033554110859
1985	711.67557141471650
1986	313.28863176757807
1987	615.15454085318652
1988	1087.8489128652611
1989	704.46855162159409
1990	205.82865944548638
1991	341.84517224218871
1992	215.73378529044817
1993	-200.26652509768417
1994	-30.459283718009544
1995	486.40568998288211
1996	531.76899166312967
1997	-79.569729504200893
1998	891.38799229570316
1999	822.10194188207925
2000	283.68023045181087
2001	457.82226530998338
2002	805.54700103390564
2003	660.12255400479307
2004	580.83405508906117
2005	292.66650346243568
2006	263.01383054865471
2007	793.64021405216818
2008	1093.2671164510602
2009	-172973.08852126444
2010	1152.0144424696491
2011	606.94115235443587
2012	278.89298954614964
2013	699.89545820695866
2014	243.61600314464556
2015	-253.12193517708391
