xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	01.0
cpt:Y	33.619494899999999
cpt:X	-110.92150370000000
1958	1362.7674827481414
1959	919.99154780786739
1960	1336.7341537724551
1961	153.21103421813586
1962	408.10577261257185
1963	948.18848858601359
1964	569.87163644086831
1965	1193.7185752088571
1966	1295.7305167561581
1967	789.13819139401949
1968	912.88109378478384
1969	1348.9641175731849
1970	1433.7912676360475
1971	1058.2808421795253
1972	865.73466959899451
1973	679.83466725345352
1974	130.06418917732663
1975	1013.2360816137061
1976	1065.8002218573356
1977	2243.1526115509564
1978	814.39035478800361
1979	1943.9927185280876
1980	1092.6481474252978
1981	594.05519810428450
1982	1242.1493897875207
1983	1510.9757350186701
1984	559.65593832624927
1985	745.94465587994819
1986	1156.0900457430862
1987	1144.8182202679200
1988	816.06367995900382
1989	100.44560370926956
1990	1343.7804215375900
1991	1475.1225471298203
1992	1024.0238130680364
1993	11085.347995022879
1994	911.33715895870500
1995	1570.6590846870640
1996	371.58138310871618
1997	1036.0760371482966
1998	2018.0440115901033
1999	29.636274830934781
2000	253.23716137860265
2001	549.04719831555940
2002	978.52929542408674
2003	1009.2815186132384
2004	761.26161991747631
2005	1187.5806413784803
2006	766.53769122079120
2007	855.70846132311362
2008	1164.6522067657334
2009	305.29235215731501
2010	339579.11948635324
2011	-568.39301676888635
2012	875.90303248953751
2013	726.98947353341100
2014	774.31976353381742
2015	815.59697384450374
