xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=29, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	04.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1987	131.27068671704129
1988	76.758848200077082
1989	62.551851695516248
1990	158.59036245188702
1991	84.992070852054269
1992	147.60270694192178
1993	119.70610016781005
1994	115.93988083593763
1995	115.66397223975127
1996	72.868521571672602
1997	80.343630895791634
1998	111.32914910965287
1999	48.270378726983282
2000	88.116821190113896
2001	93.892786263706085
2002	86.454440429419620
2003	92.133070292620715
2004	83.697963577043438
2005	98.378005351845459
2006	83.449485825568843
2007	100.08573731641390
2008	58.260172418612846
2009	89.670516549903070
2010	4493.7585004311404
2011	47.279046781098486
2012	72.462283163551660
2013	95.040023436940430
2014	104.21163116691888
2015	135.44154978085106
