xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	08.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1958	706.85802091047390
1959	726.66612700471683
1960	667.69003522808373
1961	694.90568743735219
1962	707.74101373251699
1963	703.99732903921335
1964	651.54945829251812
1965	743.97752983224427
1966	716.35856961664467
1967	699.07494326225788
1968	730.80797213533106
1969	679.81548036870322
1970	731.48987350305413
1971	755.05433022220609
1972	753.53518781103742
1973	671.84247028892707
1974	689.76255730225682
1975	650.44138677703188
1976	704.07760406992531
1977	723.65308979334543
1978	713.13418601059675
1979	714.42949115943100
1980	718.12829938477898
1981	733.64244815539337
1982	753.19555990295282
1983	600.55871194696533
1984	728.96227762175056
1985	678.55712803335268
1986	624.27732650492567
1987	564.25933531136309
1988	643.18546863272513
1989	663.85499887662388
1990	685.75223510252295
1991	662.52295010371654
1992	637.46352703998105
1993	701.60183429755386
1994	702.36144846935667
1995	599.51981658867544
1996	644.77800528981038
1997	709.45969816183572
1998	668.63959114901104
1999	602.94000712038303
2000	603.14770666549452
2001	571.84839600861983
2002	650.64788908061394
2003	556.49839919170608
2004	650.53141399957269
2005	642.39936790104912
2006	596.96113897802707
2007	548.21345347048054
2008	719.20416893164895
2009	604.87717072048179
2010	539.76819302901004
2011	709.12930599333822
2012	692.15402423936052
2013	545.25353848152827
2014	624.41338767643788
2015	665.21771297061127
