xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=29, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	11.0
cpt:Y	41.780586350000000
cpt:X	-90.252072999999996
1987	43816.008710226299
1988	43902.594960828588
1989	43387.990180710884
1990	42799.722859306588
1991	42777.316234095066
1992	42581.898465812963
1993	42388.315502877493
1994	42547.959981370164
1995	43280.308662157360
1996	42806.359702130227
1997	42215.595305872572
1998	43567.618571447776
1999	44367.362393363350
2000	43666.193752985870
2001	43510.505161571047
2002	42804.404775680370
2003	42903.486776099628
2004	43011.738435887622
2005	42867.618246031285
2006	43029.222976566285
2007	43637.396200917530
2008	43666.194339817768
2009	42564.087139693213
2010	44605.966467009210
2011	43745.230162266336
2012	43281.430848786767
2013	43364.445199240632
2014	42520.014891892009
2015	42262.119010283663
