xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	04.0
cpt:Y	41.780586350000000
cpt:X	-90.252072999999996
1958	54660.475782453424
1959	57219.798631640806
1960	57461.019442741104
1961	54867.047490164419
1962	56092.867408348320
1963	55087.684862613612
1964	56016.341253072052
1965	58475.402969219045
1966	53668.552849733234
1967	56485.598410485698
1968	57386.752450970613
1969	58991.511237231367
1970	55836.948179761574
1971	55079.377986865147
1972	49797.274530322757
1973	51844.507249167953
1974	55539.441571743344
1975	58319.475215880593
1976	55039.906374861181
1977	55021.069397301813
1978	58860.190215101466
1979	57007.373836131155
1980	56725.648668164751
1981	55110.277039751905
1982	56645.319746168374
1983	56798.235091423267
1984	57181.496591138515
1985	55261.991274589527
1986	55272.609505136810
1987	54306.214364841660
1988	56009.387882609444
1989	55181.475548653128
1990	58038.135728873989
1991	57339.580444227795
1992	57042.897791655785
1993	56819.375436957656
1994	59325.464717237373
1995	57346.824370610004
1996	57791.879752346620
1997	55385.703170505760
1998	55744.625538433917
1999	54172.898075937985
2000	55745.390637923105
2001	53398.063453468858
2002	55167.968519217306
2003	53802.437165566829
2004	56276.749762586354
2005	55162.327820543680
2006	59257.722800313677
2007	56882.782448534192
2008	55077.840579014119
2009	55860.163786828241
2010	172274.26649129362
2011	55676.716734190100
2012	56728.524205835871
2013	55876.359904667566
2014	55988.038682389801
2015	57026.565319095273
