xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	07.0
cpt:Y	41.780586350000000
cpt:X	-90.252072999999996
1958	22702.393098896951
1959	116171.30107771582
1960	72963.003320201300
1961	70231.506400772138
1962	6092.7905334962998
1963	-71467.498636421049
1964	15315.129634724348
1965	22672.645281814388
1966	-6861.2594665206270
1967	78113.522485566209
1968	62004.855854976340
1969	157404.55956141767
1970	-131864.14911518438
1971	17737.599605515832
1972	-29394.936546297511
1973	64882.760141136358
1974	-32822.671009071753
1975	115240.16040294699
1976	-142492.95755114872
1977	14855.886460950831
1978	114782.27818771347
1979	169587.53113810706
1980	25424.107424035668
1981	57409.376947497251
1982	22932.369148385129
1983	79527.560646802187
1984	17824.815196345095
1985	15210.771344716428
1986	-69348.168668103404
1987	-111559.72293140774
1988	-26742.718212478212
1989	53987.864898928441
1990	144649.85112779541
1991	-2115.4187469661701
1992	54264.787722756853
1993	329102.89774473803
1994	-8272.5743279373273
1995	88036.655877259444
1996	-4593.8574116893578
1997	707.87336919445079
1998	206360.64324952033
1999	176531.85416651447
2000	115994.74142491061
2001	74562.424688223866
2002	234078.74436746258
2003	103128.59141634707
2004	33140.412830002140
2005	73229.878011763911
2006	94477.175921356305
2007	201242.42025677755
2008	82209.238421042755
2009	-8835545.6511824038
2010	12479.041511964657
2011	195122.36677289859
2012	75223.413926620269
2013	142005.56358261534
2014	192057.11670286953
2015	68366.092553595197
