xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=29, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	41.780586350000000
cpt:X	-90.252072999999996
1987	42762.586901822840
1988	43380.246657690492
1989	44337.269753445536
1990	43711.951762962657
1991	43481.162556207259
1992	45462.777284913354
1993	44833.094903721183
1994	44204.309051573866
1995	44308.096570407579
1996	43726.006988856374
1997	44963.492986019002
1998	43537.636399006995
1999	42927.836686391696
2000	42900.588818944285
2001	45109.616736308322
2002	45400.758323053255
2003	43606.134843517939
2004	43882.713822891070
2005	44027.831816155129
2006	43872.977611991191
2007	43025.342542126062
2008	43701.506666829999
2009	44128.809907491283
2010	42393.700960398011
2011	44086.442374933846
2012	43274.895187780588
2013	43111.425887612946
2014	43420.065097722152
2015	44803.896322922024
