xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=58, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09.0
cpt:Y	41.780586350000000
cpt:X	-90.252072999999996
1958	37080.067413737263
1959	36733.756602020308
1960	38758.330083375266
1961	39585.537153150603
1962	40796.020497244463
1963	39344.415247000274
1964	39717.687452262719
1965	39989.801034785036
1966	39174.750545606243
1967	39061.991096093523
1968	40785.347449438894
1969	40427.979285356043
1970	40264.735902297245
1971	41133.312503095956
1972	34482.251595858907
1973	39224.242935417424
1974	38160.908331224404
1975	41283.908266004233
1976	36399.184416954893
1977	35756.813010501981
1978	39674.804595913811
1979	40408.227046375578
1980	39054.048407077411
1981	38637.947705881212
1982	34102.541159195614
1983	39096.013575134755
1984	40352.571735138423
1985	38582.650052481971
1986	37469.321746851041
1987	38785.333694089233
1988	42519.361902973891
1989	38346.649765238886
1990	36065.557730233915
1991	36967.701671031733
1992	34820.418336865987
1993	35887.438128765265
1994	39559.829909810978
1995	44524.119769097029
1996	40530.429165915979
1997	33654.536512410785
1998	42819.969734204577
1999	41674.508015443913
2000	40618.307850456338
2001	40784.492893439907
2002	39838.369761791815
2003	42202.169711182672
2004	37214.110412053924
2005	40940.851913389204
2006	39519.483546922958
2007	44112.529480817881
2008	42029.461609715079
2009	38042.933126791606
2010	47229.291585645362
2011	43449.483855901402
2012	39961.258234033041
2013	39583.415285933414
2014	40026.770092304323
2015	31677.020888579176
